planet_name,host_star_name,star_number_per_system,discovery_method,year_of_discovery,discovery_facility,spectral_type,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,planet_rad_jupiter_rad,planet_mass_jupiter_mass,orbital_eccentricity,planet_equil_temp_k,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,distance_parsec,stellar_mass_imputation_method,stellar_luminosity_solar_lum,planet_orbital_velocity
HATS-72 b,HATS-72,1.0,Transit,2020.0,HATSouth,KV,7.327949133333333,0.066517,8.0973816,39.855882,0.7224,0.1254,0.013,739.3,4656.1,0.7214,0.7311,4.5853,127.589,observed,0.2194478461292782,3.315866591140369
HATS-74 A b,HATS-74 A,2.0,Transit,2021.0,HATSouth,KV,1.73185606,0.02384,11.56766808,464.02947422,1.032,1.46,0.044,895.1,3776.9,0.5758,0.601,4.696,299.389,observed,0.06053061914376254,5.021796324008113
HATS-75 b,HATS-75,1.0,Transit,2021.0,HATSouth,KV,2.7886556,0.032742,9.90873894,156.05374784,0.884,0.491,0.064,772.3,3790.4,0.5848,0.6017,4.6831,194.964,observed,0.06333514240680276,4.287581492859297
HATS-76 b,HATS-76,1.0,Transit,2021.0,HATSouth,KV,1.9416423,0.02658,12.09449018,835.570882,1.079,2.629,0.062,939.8,4016.0,0.6259,0.662,4.665,385.689,observed,0.09142702108398432,4.991447302650924
HATS-77 b,HATS-77,1.0,Transit,2021.0,HATSouth,KV,3.0876262,0.03607,13.05846252,436.69623122,1.165,1.374,0.045,828.3,4071.0,0.6428,0.655,4.638,436.176,observed,0.10182302513521972,4.262089475997875
HATS-8 b,HATS-8,1.0,Transit,2015.0,HATSouth,GV,3.583893,0.046675,9.785457,44.972945,0.873,0.1415,0.376,1324.0,5679.0,1.086,1.056,4.386,794.637,observed,1.1006189225418077,4.757346450484487
HATS-9 b,HATS-9,1.0,Transit,2015.0,HATSouth,GV,1.9153057,0.0307199999999999,13.747766933333333,262.3156933333334,1.22566904,0.8253333333333334,0.102,1784.5,5456.25,1.5476839999999998,1.0533333333333337,4.073049999999999,638.6999999999999,observed,1.904721481916785,5.856623317426315
HD 100546 b,HD 100546,1.0,Imaging,2014.0,Paranal Observatory,B9 Vne,39.58574192792162,53.0,77.3421,2701.5414595,6.9,8.5,,,10500.0,,2.4,,109.677,observed,,0.2128348148870251
HD 100655 b,HD 100655,2.0,Radial Velocity,2011.0,Bohyunsan Optical Astronomical Observatory,G9 III,157.57000499999998,0.72,20.04048829176832,526.00315,,1.655,0.0875,724.9550567043591,4876.0,9.68,2.34,2.84,137.178,observed,47.52207029298227,1.803086926428998
HD 100777 b,HD 100777,1.0,Radial Velocity,2007.0,La Silla Observatory,G8 V,383.46667,1.04,16.766669913761096,362.3212802033333,,1.14,0.3666666666666667,225.34889221611283,5557.5,1.04,1.045,4.355,49.5336,observed,0.9257088464611976,1.002574050320467
HD 101581 b,HIP 56998,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),KV,4.46569,0.046,0.956,0.9431814701210541,0.08528875,,,834.0,4675.0,0.63,0.653,4.654,12.7781,observed,0.17009729597132744,3.768362373454435
HD 101581 c,HIP 56998,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),KV,6.20401,0.0573,0.99,0.9870195456944257,0.08832204,,,747.0,4675.0,0.63,0.653,4.654,12.7781,observed,0.17009729597132744,3.3764028923796934
HD 10180 c,HD 10180,1.0,Radial Velocity,2010.0,La Silla Observatory,G1 V,5.759826666666666,0.06411,3.4395493100771453,13.221728,,0.0416,0.073,996.8729234875112,5911.0,1.109,1.06,4.39,38.9607,observed,1.3470905194221827,4.066914368685763
HD 10180 d,HD 10180,1.0,Radial Velocity,2010.0,La Silla Observatory,G1 V,16.3583,0.128595,3.2854623998059056,12.013974,,0.0378,0.131,703.8670694670985,5911.0,1.109,1.06,4.39,38.9607,observed,1.3470905194221827,2.8715466445270996
HD 10180 e,HD 10180,1.0,Radial Velocity,2010.0,La Silla Observatory,G1 V,49.7465,0.2699,4.695691917977612,25.3426575,,0.07975,0.051,485.8489251315551,5911.0,1.109,1.06,4.39,38.9607,observed,1.3470905194221827,1.9821041660108945
HD 10180 f,HD 10180,1.0,Radial Velocity,2010.0,La Silla Observatory,G1 V,122.752,0.4929,4.522069473519677,23.423663,,0.0737,0.127,359.5201857482151,5911.0,1.109,1.06,4.39,38.9607,observed,1.3470905194221827,1.4667243685752573
HD 10180 g,HD 10180,1.0,Radial Velocity,2010.0,La Silla Observatory,G1 V,602.6233333333333,1.4245,4.507402081743047,23.265156,,0.0732,0.2265,211.48105182217864,5911.0,1.109,1.06,4.39,38.9607,observed,1.3470905194221827,0.8627732864400263
HD 10180 h,HD 10180,1.0,Radial Velocity,2010.0,La Silla Observatory,G1 V,2213.5,3.3905,7.370966184906149,65.031839,,0.2048,0.0875,137.07896421102947,5911.0,1.109,1.06,4.39,38.9607,observed,1.3470905194221827,0.55923718666573
HD 101930 b,HD 101930,2.0,Radial Velocity,2005.0,La Silla Observatory,K1 V,70.46,0.301,8.490824544250799,87.39875,,0.275,0.11,349.10674873293846,5093.5,0.86,0.655,4.285,30.0274,observed,0.4466342198577344,1.4754088568090482
HD 102117 b,HD 102117,1.0,Radial Velocity,2005.0,La Silla Observatory,G6 V,20.780900000000003,0.15108,6.68441038545515,53.01293999999999,,0.1668,0.12,652.3845822124091,5623.776,1.236535,1.0333333333333332,4.294849999999999,39.5792,observed,1.3721915263597386,2.615722785085088
HD 102195 b,HD 102195,1.0,Radial Velocity,2006.0,Kitt Peak National Observatory,K0 V,4.10522125,0.0493666666666666,10.85513013029208,146.0418148575,,0.4594999999999999,0.07675,881.0882716499232,5307.333333333333,0.8274999999999999,0.869,4.436000000000001,29.3386,observed,0.4874513913119736,4.19631392621398
HD 102272 b,HD 102272,1.0,Radial Velocity,2008.0,McDonald Observatory,K0,127.58,0.568,35.184872221151416,1705.6267333333335,,5.366666666666667,0.05,833.2092031141658,4849.0,10.2,1.525,2.825,347.097,observed,51.60584931584717,1.6388369151475355
HD 102329 b,HD 102329,1.0,Radial Velocity,2011.0,W. M. Keck Observatory,KIII,778.0999899999999,1.92,40.03683203882047,2234.2964,,7.03,0.2105,439.0256278235241,4787.5,9.82,3.21,2.98,217.107,observed,45.45147414739467,1.2932333206030298
HD 102329 c,HD 102329,1.0,Radial Velocity,2018.0,W. M. Keck Observatory,,1123.0,2.307672307841207,19.24105742771625,483.1016,,1.52,0.209,,,,1.3,,217.107,observed,,0.7506882027308691
HD 102365 b,HD 102365,2.0,Radial Velocity,2010.0,Anglo-Australian Telescope,,122.1,0.46,3.7682001540972005,16.0,,0.05,0.34,,5630.0,,0.85,4.57,9.2894,observed,,1.3595823907869615
HD 102843 b,HD 102843,1.0,Radial Velocity,2019.0,Las Campanas Observatory,K0 V,3090.942,4.074,9.63790504254418,113.9,,0.35836768,0.11,,5436.0,,0.95,,62.758,observed,,0.482976805075428
HD 102888 b,HD 102888,1.0,Radial Velocity,2025.0,La Silla Observatory,G8 III,252.06,1.05,36.18421273148235,1808.44363583,,5.69,0.11,579.0700158515408,4990.0,8.6,2.42,2.87,126.484,observed,41.142334891737235,1.5184063714039322
HD 102956 b,HD 102956,2.0,Radial Velocity,2010.0,W. M. Keck Observatory,KIV,6.494833333333333,0.0805666666666666,15.34015021772553,300.8734666666667,,0.9466666666666668,0.037,1510.6548965339755,5011.0,4.453333333333334,1.67,3.41,121.89,observed,11.219096091731348,4.553606745100469
HD 103197 b,HD 103197,1.0,Radial Velocity,2009.0,La Silla Observatory,GV,47.84,0.2495,5.082520051835553,29.90235,,0.094,0.0,401.816678790851,5276.5,0.88,0.8500000000000001,4.425000000000001,57.1463,observed,0.5385660390685902,1.8460742809549973
HD 103720 b,HD 103720,1.0,Radial Velocity,2014.0,La Silla Observatory,K3 V,4.5557,0.0498,12.527927907198022,197.046,,0.62,0.086,778.873299036154,5017.0,0.73,0.794,4.43,45.5352,observed,0.3029088584708785,3.993655175362027
HD 103774 b,HD 103774,2.0,Radial Velocity,2013.0,La Silla Observatory,F5 V,5.8881,0.07,9.722522171868041,116.0,,0.367,0.09,,6489.0,,1.335,4.26,56.4089,observed,,4.367838749280774
HD 103891 b,HD 103891,1.0,Radial Velocity,2022.0,La Silla Observatory,F8 V,1906.5,3.2625,18.749639425285505,457.67290608,,1.44,0.31,203.09954293532826,6072.0,2.22,1.28,3.79,55.5213,observed,6.010669523754839,0.626476390342928
HD 103949 b,HD 103949,1.0,Radial Velocity,2019.0,Las Campanas Observatory,K3 V,120.878,0.439,3.1770071531990127,11.2,,0.03523896,0.19,,4792.0,,0.77,,26.4997,observed,,1.3246101740436684
HD 104067 b,HD 104067,1.0,Radial Velocity,2009.0,La Silla Observatory,K2 V,55.82275,0.26475,7.0420577163349085,59.114241655,,0.1860971125,0.123,344.59596452814264,4949.2525000000005,0.780594,0.8095143333333333,4.52107925,20.3632,observed,0.32801878227923886,1.7489172889474582
HD 104067 c,HD 104067,1.0,Radial Velocity,2024.0,Multiple Observatories,KV,13.8992,0.1058,3.4368436513820155,13.2,,0.04153184,0.29,545.2065435955893,4952.0,0.78,0.82,4.56,20.3632,observed,0.3282476302258112,2.784447772638806
HD 10442 b,HD 10442,1.0,Radial Velocity,2014.0,W. M. Keck Observatory,K0 IV,1042.875,2.17875,19.040040765223672,472.61321,,1.487,0.132,191.7449030393109,4973.0,1.97,1.01,3.3966666666666665,135.374,observed,2.129590688547342,0.6809762582535019
HD 104985 b,HD 104985,1.0,Radial Velocity,2003.0,Okayama Astrophysical Observatory,G9 III,199.12833333333333,0.8150000000000001,35.783196363241174,1766.80811451,,5.559,0.047,711.735256943432,4764.79,11.06,1.22,2.635,100.57599999999998,observed,56.5685650512835,1.2237031978124662
HD 105618 b,HD 105618,1.0,Radial Velocity,2022.0,Multiple Observatories,,10.02245,0.091,4.703098408522584,25.42627256,,0.08,0.455,,,,1.01,,70.0837,observed,,3.3320765847338714
HD 105618 c,HD 105618,1.0,Radial Velocity,2022.0,Multiple Observatories,,77114.07158,35.731,75.53177584250648,8419.59232984,,26.491,0.126,,,,1.01,,70.0837,observed,,0.1681562777541438
HD 105779 b,HD 105779,1.0,Radial Velocity,2022.0,La Silla Observatory,G2,2412.0,3.38,12.719924640917876,203.41018048,,0.64,0.0,123.8540139163261,5792.0,0.94,0.89,4.36,55.2411,observed,0.8921949689066688,0.5132295305625744
HD 106252 b,HD 106252,1.0,Radial Velocity,2002.0,Lick Observatory,G0,1559.4,2.65586,47.39039105553404,3178.28407,,10.0,0.4768,154.04858119900115,5879.39,1.10893,1.04,4.363295000000001,38.185,observed,1.3183392820601743,0.6258771043286792
HD 106270 b,HD 106270,1.0,Radial Velocity,2011.0,W. M. Keck Observatory,G5 IV,2135.0,3.662333333333333,48.68056026702501,3361.80978495,,10.5775,0.185,189.61208652499874,5571.333333333333,2.58,1.346666666666667,3.793333333333333,93.808,observed,5.75394669637657,0.606493435109967
HD 106315 b,HD 106315,1.0,Transit,2017.0,K2,F5 V,9.553803571428572,0.0900475,2.3532477566666663,11.55,0.2099238216666666,0.03634026,0.093,1096.25,6313.857142857143,1.2797658333333335,1.090043,4.251166666666667,109.35299999999998,observed,2.335231165616757,3.4798535673287128
HD 106315 c,HD 106315,1.0,Transit,2017.0,K2,F5 V,21.05707709090909,0.1524499999999999,4.388783762222221,13.933333333333332,0.3915921455555555,0.04383909,0.22,840.75,6316.818181818182,1.277536875,1.0793524444444444,4.267243333333334,109.353,observed,2.3314722236486816,2.6612943340278337
HD 10647 b,HD 10647,1.0,Radial Velocity,2006.0,W. M. Keck Observatory,F9 V,996.1,2.0225,15.249267090222235,297.16,,0.935,0.155,184.25296546953427,6161.5,1.1,1.105,4.4825,17.3357,observed,1.5646637880830725,0.7392849375989954
HD 106515 A b,HD 106515 A,2.0,Radial Velocity,2012.0,La Silla Observatory,G5,3614.2869633333335,4.520333333333333,64.26413519864003,6006.9568923,,18.9,0.5693333333333334,115.03865229476268,5363.0,1.265,0.9026666666666668,4.4,34.0915,observed,1.1876872351296903,0.44694435457249
HD 106906 b,HD 106906,1.0,Imaging,2013.0,Las Campanas Observatory,F5 V,579.6604270176231,650.0,51.65830927082586,3805.94925,,11.975,,1810.0,6494.895,2.12351,1.41,3.90453,103.029,observed,7.1992459156357755,0.04658304374244198
HD 10697 b,HD 10697,1.0,Radial Velocity,1999.0,W. M. Keck Observatory,G3 V,1075.63665,2.1301666666666668,38.0273855976163,2006.3265445866664,,6.312666666666666,0.10215,212.23971299984262,5633.226000000001,1.83908,1.0905,3.96806525,33.1205,observed,3.055763881102483,0.7156176223763583
HD 107148 b,HD 107148,2.0,Radial Velocity,2005.0,W. M. Keck Observatory,GV,48.056,0.269,7.403332440561992,65.63008331,,0.2065,0.05,488.1933955570237,5774.96,1.169193,1.1126075000000002,4.3955125,49.4156,observed,1.3641376165165704,2.034088458266194
HD 107148 c,HD 107148,2.0,Radial Velocity,2021.0,Multiple Observatories,GV,18.3267,0.1407,4.182342917299351,19.89605828,,0.0626,0.34,672.4505380997392,5752.92,1.169193,1.105215,4.345025,49.4156,observed,1.3434317320640357,2.8031821598073434
HD 108147 b,HD 108147,1.0,Radial Velocity,2002.0,La Silla Observatory,FV,10.89975,0.103,8.281213218559849,82.95,,0.261,0.514,890.0,6260.365,1.20664,1.245,4.4756350000000005,38.92,observed,2.0065219041585123,3.4772910868192346
HD 108202 b,HD 108202,1.0,Radial Velocity,2023.0,La Silla Observatory,K4/5 V,2980.0,3.6815,26.339227256793418,931.23723251,,2.93,0.5045,,,,0.7395,,38.6846,observed,,0.4482617381013282
HD 108236 b,HD 108236,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),G3 V,3.795951,0.046085,1.6005,3.150531712600536,0.142790325,,0.045,1099.0,5706.666666666667,0.8843333333333333,0.9363333333333334,4.496666666666667,64.5978,observed,0.7441352247118763,4.508275317885737
HD 108236 c,HD 108236,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),G3 V,6.203612333333333,0.06355,2.0695,3.982394856978418,0.1846311199999999,,0.034,932.0,5706.666666666667,0.8843333333333333,0.9363333333333334,4.496666666666667,64.5978,observed,0.7441352247118763,3.839126732767752
HD 108236 d,HD 108236,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),G3 V,14.175703666666664,0.11025,2.6295,6.277099788486771,0.234407205,,0.055,708.0,5706.666666666667,0.8843333333333333,0.9363333333333334,4.496666666666667,64.5978,observed,0.7441352247118763,2.9147474239991835
HD 108236 e,HD 108236,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),G3 V,19.590637,0.13835,3.1015,8.589866068536987,0.27702342,,0.058,636.0,5706.666666666667,0.8843333333333333,0.9363333333333334,4.496666666666667,64.5978,observed,0.7441352247118763,2.6019601715077916
HD 108236 f,HD 108236,1.0,Transit,2021.0,CHaracterising ExOPlanets Satellite (CHEOPS),GV,29.54115,0.1758,2.017,3.7926363800178247,0.17994469,,0.051,512.6048944701307,5660.0,0.877,0.869,4.49,64.5978,observed,0.7081981068200657,2.22369611252915
HD 108341 b,HD 108341,2.0,Radial Velocity,2014.0,La Silla Observatory,K2 V,1138.5,2.0145,28.67749012242299,1112.4,,3.5,0.8095,130.06050621823266,5122.0,0.79,0.843,4.45,48.9102,observed,0.385391675023235,0.647001273401871
HD 108863 b,HD 108863,1.0,Radial Velocity,2011.0,W. M. Keck Observatory,KIV,441.4999966666666,1.39,24.957615000433634,832.0596066666667,,2.618,0.0306666666666666,401.2060976036795,4899.0,5.67,1.7200000000000002,3.11,164.742,observed,16.614440684087114,1.1125814310585083
HD 108874 b,HD 108874,1.0,Radial Velocity,2002.0,W. M. Keck Observatory,G5 V,395.5068716666667,1.0492857142857142,18.496930380929765,444.8752996057143,,1.399714285714286,0.1131428571428571,228.46155884806365,5563.4875,1.0761526666666663,1.0075963333333335,4.383631333333334,59.51749999999999,observed,0.9954652148455584,0.9801022656573767
HD 108874 c,HD 108874,1.0,Radial Velocity,2005.0,W. M. Keck Observatory,G5,1663.25,2.7194,16.07417527880547,331.748511114,,1.0438,0.2557999999999999,142.46067869887642,5551.316666666667,1.089229,0.9791156,4.355447,59.5175,observed,1.0109094308321145,0.600143936272044
HD 109246 b,HD 109246,1.0,Radial Velocity,2010.0,Haute-Provence Observatory,G0 V,68.27,0.33,14.27941656367819,259.0269,,0.815,0.12,421.68420954364484,5844.0,1.045,1.105,4.46,67.8349,observed,1.1427816545922387,1.830202537101421
HD 109271 b,HD 109271,1.0,Radial Velocity,2013.0,La Silla Observatory,G5 V,7.8543,0.079,3.8967481990979214,17.162,,0.054,0.25,,5783.0,,1.047,4.28,55.8716,observed,,3.6411182142794747
HD 109271 c,HD 109271,1.0,Radial Velocity,2013.0,La Silla Observatory,G5 V,30.93,0.196,4.588991513301501,24.154,,0.076,0.15,,5783.0,,1.047,4.28,55.8716,observed,,2.3116404703532094
HD 109286 b,HD 109286,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,G4 V,520.1,1.259,26.59593500235673,950.30693693,,2.99,0.338,259.4,5694.0,1.089,0.98,4.44,55.4156,observed,1.1184471333345334,0.8824196220130284
HD 109749 b,HD 109749,2.0,Radial Velocity,2005.0,W. M. Keck Observatory,G3 V,5.239963666666667,0.0616666666666666,8.515564806020413,87.93183333333333,,0.2766666666666666,0.0033333333333333,1061.5107408674867,5861.666666666667,1.23,1.165,4.3565,63.0821,observed,1.6024502107958267,4.347230917831416
HD 10975 b,HD 10975,1.0,Radial Velocity,2021.0,Okayama Astrophysical Observatory,K0 III,283.8,0.95,10.747176120869103,143.02278315,,0.45,0.442,672.65381924935,4840.0,11.16,1.41,2.48,116.506,observed,61.319652601152036,1.2184921556889248
HD 109833 b,HD 109833,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),GV,9.188526,0.08808696925703322,2.888,7.501267602727818,0.25765055,,0.18,803.473026551723,5881.0,1.0,1.08,4.45,79.5561,observed,1.0732343581526747,3.5021200382298776
HD 109833 c,HD 109833,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),GV,13.900148,0.11608088709514908,2.59,6.099153334065219,0.23106472,,0.3,699.9173775992556,5881.0,1.0,1.08,4.45,79.5561,observed,1.0732343581526747,3.050749175383633
HD 109988 b,HD 109988,1.0,Radial Velocity,2022.0,Multiple Observatories,,17132.15854,12.518,68.83848011114199,6935.33366915,,21.821,0.056,,,,0.88,,42.5279,observed,,0.26518493379526753
HD 110014 b,HD 110014,1.0,Radial Velocity,2009.0,La Silla Observatory,K2 III,885.9385,2.2533333333333334,51.475420332059755,3777.842033333333,,11.886666666666663,0.462,548.9188487994376,4445.0,20.9,2.12,2.1,100.758,observed,152.99226822353538,0.9701305786729438
HD 110067 b,HD 110067,3.0,Transit,2023.0,Multiple Observatories,K0.0 V,9.113678,0.0793,2.2,5.69,0.19627119,0.01790274,,800.0,5266.0,0.788,0.798,4.54,32.1585,observed,0.4284160217228814,3.1727790996179706
HD 110067 c,HD 110067,3.0,Transit,2023.0,Multiple Observatories,K0.0 V,13.673694,0.1039,2.388,6.3,0.21304346,0.01982202,,699.0,5266.0,0.788,0.798,4.54,32.1585,observed,0.4284160217228814,2.771843179478252
HD 110067 d,HD 110067,3.0,Transit,2023.0,Multiple Observatories,K0.0 V,20.519617,0.1362,2.852,8.52,0.25443884,0.02680692,,602.0,5266.0,0.788,0.798,4.54,32.1585,observed,0.4284160217228814,2.420961460181423
HD 110067 e,HD 110067,3.0,Transit,2023.0,Multiple Observatories,K0.0 V,30.793091,0.1785,1.94,3.9,0.17307551,0.01227077,,533.0,5266.0,0.788,0.798,4.54,32.1585,observed,0.4284160217228814,2.1147416529043097
HD 110067 f,HD 110067,3.0,Transit,2023.0,Multiple Observatories,K0.0 V,41.05854,0.2163,2.601,5.04,0.23204608,0.01585761,,489.0,5266.0,0.788,0.798,4.54,32.1585,observed,0.4284160217228814,1.921092028581859
HD 110067 g,HD 110067,3.0,Transit,2023.0,Multiple Observatories,K0.0 V,54.76992,0.2621,2.607,8.4,0.23258136,0.02642936,,440.0,5266.0,0.788,0.798,4.54,32.1585,observed,0.4284160217228814,1.7451908172846207
HD 110082 b,HD 110082,2.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),F8 V,10.18271,0.113,3.2,9.115593683842278,0.28548488,,0.2,815.8341952146986,6200.0,1.19,1.21,4.2,105.096,observed,1.8773728405154988,3.2728676799174217
HD 110113 b,HD 110113,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),G,2.540736545,0.035,2.05,4.55,0.18288875,0.01431583,0.093,1371.0,5732.0,0.968,0.997,4.46,106.307,observed,0.9075389880534607,5.338122563216803
HD 110113 c,HD 110113,1.0,Radial Velocity,2021.0,La Silla Observatory,G,6.744,0.068,3.0804014569500966,10.5,,0.03303653,0.045,990.0,5732.0,0.968,0.997,4.46,106.307,observed,0.9075389880534607,3.8297295586774944
HD 110537 b,HD 110537,1.0,Radial Velocity,2022.0,Multiple Observatories,,24469.67342,16.714,76.35631565449735,8612.83200129,,27.099,0.401,,,,1.02,,45.0858,observed,,0.24707845155650326
HD 11112 b,HD 11112,1.0,Radial Velocity,2022.0,Multiple Observatories,,17244.90764,13.38,43.03718181332295,2598.56505563,,8.176,0.285,,,,1.07,,44.3804,observed,,0.28283868935873585
HD 111232 b,HD 111232,1.0,Radial Velocity,2003.0,La Silla Observatory,G5 V,1103.9703366666663,2.0078000000000005,41.02076934571596,2350.595740025,,7.395833333333332,0.214,149.31370616873335,5500.0,0.9,0.8525,4.483333333333333,28.9571,observed,0.6650060966070707,0.651721356617032
HD 111232 c,HD 111232,1.0,Radial Velocity,2022.0,Multiple Observatories,G8 V,29286.223115,18.025,65.04234916934035,6159.99127027,,19.3815,0.558,,5494.0,,0.895,4.5,28.9571,observed,,0.22286858972910206
HD 111591 b,HD 111591,1.0,Radial Velocity,2017.0,Multiple Observatories,KIII,1056.4,2.5,31.995914560730828,1398.452,,4.4,0.26,354.9272790419144,4884.0,8.03,1.94,3.1,114.166,observed,32.917251193576696,0.8810607299884203
HD 111998 b,HD 111998,1.0,Radial Velocity,2016.0,La Silla Observatory,F5 V,817.95,1.865,32.87007494060854,1479.4948267999998,,4.654999999999999,0.13,234.43676657257228,6557.0,1.45,1.29,4.19,33.2237,observed,3.4869569780820497,0.8318220357614223
HD 112300 b,HD 112300,1.0,Radial Velocity,2023.0,Bohyunsan Optical Astronomical Observatory,M1 III,466.63,1.33,59.03855321559534,5031.22368281,,15.83,0.36,1043.0089684269108,3657.0,65.8,1.4,0.8,62.07324,observed,694.7706736587028,1.026155509717912
HD 112570 b,HD 112570,1.0,Radial Velocity,2023.0,Multiple Observatories,K0 III,2615.0,3.9,28.36196235072003,1086.97315194,,3.42,0.2,306.094395222769,4750.0,9.85,1.15,2.51,101.166,observed,44.31357104986507,0.5431147538140505
HD 112640 b,HD 112640,1.0,Radial Velocity,2020.0,Bohyunsan Optical Astronomical Observatory,K0 III,613.2,1.7,34.014010635849516,1589.15,,5.0,0.24,806.965238418698,4155.0,39.0,1.8,1.7,323.335,observed,406.7271621223045,1.0291691887756647
HD 113337 b,HD 113337,3.0,Radial Velocity,2013.0,Haute-Provence Observatory,F6 V,320.793195,0.971,26.90453657580939,973.4985928033334,,3.063,0.28,336.42073795951654,6675.3,1.5,1.4049999999999998,4.21,36.18,observed,4.008256651053968,1.2031049985012625
HD 113337 c,HD 113337,3.0,Radial Velocity,2020.0,Haute-Provence Observatory,,5429.93477,6.805,60.933490572303,5374.637276575,,16.9105,0.164,,,,1.4049999999999998,,36.18,observed,,0.45446357587570646
HD 11343 c,HIP 8541,2.0,Radial Velocity,2022.0,Multiple Observatories,,228.53731,0.923,14.186960475681992,255.53403923,,0.804,0.169,,,,2.009,,155.121,observed,,1.4755845585331053
HD 113538 b,HD 113538,1.0,Radial Velocity,2010.0,La Silla Observatory,K9 V,663.2,1.24,9.06079384907419,100.11,,0.315,0.14,127.9203982373518,4573.5,0.5900000000000001,0.6425,4.035,16.2817,observed,0.13664338339286516,0.7199473001264978
HD 113538 c,HD 113538,1.0,Radial Velocity,2010.0,La Silla Observatory,K9 V,1737.5,2.435,14.321107063319928,260.61,,0.8200000000000001,0.2,91.28536629746381,4573.5,0.5900000000000001,0.6425,4.035,16.2817,observed,0.13664338339286516,0.5137621045001369
HD 113996 b,HD 113996,2.0,Radial Velocity,2017.0,Bohyunsan Optical Astronomical Observatory,KIII,610.2,1.6,37.99111391568274,2002.329,,6.3,0.28,671.6136104908256,4181.0,25.11,1.49,1.86,116.334,observed,172.8637561738361,0.9651795839023712
